number	path	doc_id	page	eo_id	sec
10632	../data/ddrs/288037/14.txt	288037	14	12958	
10633	../data/ddrs/288037/15.txt	288037	15	12958	
10634	../data/ddrs/288037/16.txt	288037	16	12958	
10635	../data/ddrs/288037/17.txt	288037	17	12958	
10636	../data/ddrs/288037/18.txt	288037	18	12958	
10637	../data/ddrs/288037/19.txt	288037	19	12958	
10638	../data/ddrs/288037/2.txt	288037	2	12958	
10639	../data/ddrs/288037/20.txt	288037	20	12958	
10640	../data/ddrs/288037/21.txt	288037	21	12958	
10641	../data/ddrs/288037/22.txt	288037	22	12958	
10642	../data/ddrs/288037/23.txt	288037	23	12958	
10643	../data/ddrs/288037/24.txt	288037	24	12958	
10644	../data/ddrs/288037/25.txt	288037	25	12958	
10645	../data/ddrs/288037/26.txt	288037	26	12958	
10646	../data/ddrs/288037/27.txt	288037	27	12958	
10647	../data/ddrs/288037/28.txt	288037	28	12958	
10648	../data/ddrs/288037/29.txt	288037	29	12958	
10649	../data/ddrs/288037/3.txt	288037	3	12958	
10650	../data/ddrs/288037/30.txt	288037	30	12958	
10651	../data/ddrs/288037/31.txt	288037	31	12958	
10652	../data/ddrs/288037/32.txt	288037	32	12958	
10653	../data/ddrs/288037/33.txt	288037	33	12958	
10654	../data/ddrs/288037/34.txt	288037	34	12958	
10655	../data/ddrs/288037/35.txt	288037	35	12958	
10656	../data/ddrs/288037/36.txt	288037	36	12958	
10657	../data/ddrs/288037/37.txt	288037	37	12958	
10658	../data/ddrs/288037/38.txt	288037	38	12958	
10659	../data/ddrs/288037/39.txt	288037	39	12958	
10660	../data/ddrs/288037/4.txt	288037	4	12958	
10661	../data/ddrs/288037/40.txt	288037	40	12958	
10662	../data/ddrs/288037/41.txt	288037	41	12958	
10663	../data/ddrs/288037/42.txt	288037	42	12958	
10664	../data/ddrs/288037/43.txt	288037	43	12958	
10665	../data/ddrs/288037/44.txt	288037	44	12958	
10666	../data/ddrs/288037/45.txt	288037	45	12958	
10667	../data/ddrs/288037/46.txt	288037	46	12958	
10668	../data/ddrs/288037/47.txt	288037	47	12958	
10669	../data/ddrs/288037/48.txt	288037	48	12958	
10670	../data/ddrs/288037/49.txt	288037	49	12958	
10671	../data/ddrs/288037/5.txt	288037	5	12958	
10672	../data/ddrs/288037/50.txt	288037	50	12958	
10673	../data/ddrs/288037/51.txt	288037	51	12958	
10674	../data/ddrs/288037/52.txt	288037	52	12958	
10675	../data/ddrs/288037/53.txt	288037	53	12958	
10676	../data/ddrs/288037/54.txt	288037	54	12958	
10677	../data/ddrs/288037/55.txt	288037	55	12958	
10678	../data/ddrs/288037/56.txt	288037	56	12958	
10679	../data/ddrs/288037/57.txt	288037	57	12958	
10680	../data/ddrs/288037/58.txt	288037	58	12958	
10681	../data/ddrs/288037/59.txt	288037	59	12958	
10682	../data/ddrs/288037/6.txt	288037	6	12958	
10683	../data/ddrs/288037/60.txt	288037	60	12958	
10684	../data/ddrs/288037/61.txt	288037	61	12958	
10685	../data/ddrs/288037/62.txt	288037	62	12958	
10686	../data/ddrs/288037/63.txt	288037	63	12958	
10687	../data/ddrs/288037/64.txt	288037	64	12958	
10688	../data/ddrs/288037/65.txt	288037	65	12958	
10689	../data/ddrs/288037/66.txt	288037	66	12958	
10690	../data/ddrs/288037/67.txt	288037	67	12958	
10691	../data/ddrs/288037/68.txt	288037	68	12958	
10692	../data/ddrs/288037/69.txt	288037	69	12958	
10693	../data/ddrs/288037/7.txt	288037	7	12958	
10694	../data/ddrs/288037/70.txt	288037	70	12958	
10695	../data/ddrs/288037/71.txt	288037	71	12958	
10696	../data/ddrs/288037/72.txt	288037	72	12958	
10697	../data/ddrs/288037/73.txt	288037	73	12958	
10698	../data/ddrs/288037/74.txt	288037	74	12958	
10699	../data/ddrs/288037/75.txt	288037	75	12958	
10700	../data/ddrs/288037/76.txt	288037	76	12958	
10701	../data/ddrs/288037/77.txt	288037	77	12958	
10702	../data/ddrs/288037/78.txt	288037	78	12958	
10703	../data/ddrs/288037/79.txt	288037	79	12958	
10704	../data/ddrs/288037/8.txt	288037	8	12958	
10705	../data/ddrs/288037/80.txt	288037	80	12958	
10706	../data/ddrs/288037/81.txt	288037	81	12958	
10707	../data/ddrs/288037/82.txt	288037	82	12958	
10708	../data/ddrs/288037/83.txt	288037	83	12958	
10709	../data/ddrs/288037/84.txt	288037	84	12958	
10710	../data/ddrs/288037/85.txt	288037	85	12958	
10711	../data/ddrs/288037/86.txt	288037	86	12958	
10712	../data/ddrs/288037/87.txt	288037	87	12958	
10713	../data/ddrs/288037/88.txt	288037	88	12958	
10714	../data/ddrs/288037/89.txt	288037	89	12958	
10715	../data/ddrs/288037/9.txt	288037	9	12958	
10716	../data/ddrs/288037/90.txt	288037	90	12958	
10717	../data/ddrs/288037/91.txt	288037	91	12958	
10718	../data/ddrs/288037/92.txt	288037	92	12958	
10719	../data/ddrs/288037/93.txt	288037	93	12958	
10720	../data/ddrs/288037/94.txt	288037	94	12958	
10721	../data/ddrs/288037/95.txt	288037	95	12958	
10722	../data/ddrs/288037/96.txt	288037	96	12958	
10723	../data/ddrs/288037/97.txt	288037	97	12958	
10724	../data/ddrs/288037/98.txt	288037	98	12958	
10725	../data/ddrs/288037/99.txt	288037	99	12958	
10726	../data/ddrs/288038/2.txt	288038	2	12958	
10727	../data/ddrs/288039/2.txt	288039	2	12958	
10728	../data/ddrs/288039/3.txt	288039	3	12958	
10729	../data/ddrs/288040/2.txt	288040	2	12958	
10730	../data/ddrs/288040/3.txt	288040	3	12958	
10731	../data/ddrs/288043/2.txt	288043	2	12958	
10732	../data/ddrs/288043/3.txt	288043	3	12958	
10733	../data/ddrs/288043/4.txt	288043	4	12958	
10734	../data/ddrs/288044/2.txt	288044	2	12958	
10735	../data/ddrs/288044/3.txt	288044	3	12958	
10736	../data/ddrs/288045/2.txt	288045	2	12958	
10737	../data/ddrs/288045/3.txt	288045	3	12958	
10738	../data/ddrs/288046/2.txt	288046	2	12958	
10739	../data/ddrs/288051/2.txt	288051	2	12356	3.4 
10740	../data/ddrs/288054/2.txt	288054	2	12958	3.6(b) 
10741	../data/ddrs/288056/2.txt	288056	2	12958	
10742	../data/ddrs/288056/3.txt	288056	3	12958	
10743	../data/ddrs/288057/2.txt	288057	2	12958	
10744	../data/ddrs/288057/3.txt	288057	3	12958	
10745	../data/ddrs/288057/4.txt	288057	4	12958	
10746	../data/ddrs/288057/5.txt	288057	5	12958	
10747	../data/ddrs/288057/6.txt	288057	6	12958	
10748	../data/ddrs/288061/2.txt	288061	2	12958	
10749	../data/ddrs/288061/3.txt	288061	3	12958	
10750	../data/ddrs/288062/2.txt	288062	2	12356	3.4 
10751	../data/ddrs/288063/2.txt	288063	2	12958	
10752	../data/ddrs/288063/3.txt	288063	3	12958	
10753	../data/ddrs/288064/2.txt	288064	2	12958	
10754	../data/ddrs/288064/3.txt	288064	3	12958	
10755	../data/ddrs/288064/4.txt	288064	4	12958	
10756	../data/ddrs/288065/2.txt	288065	2	12958	
10757	../data/ddrs/288065/3.txt	288065	3	12958	
10758	../data/ddrs/287820/2.txt	287820	2	12958	3.6 
10759	../data/ddrs/287821/2.txt	287821	2	12356	3.4 
10760	../data/ddrs/287822/2.txt	287822	2	12356	3.4 
10761	../data/ddrs/287823/2.txt	287823	2	12356	3.4 
10762	../data/ddrs/287824/2.txt	287824	2	12958	3.6 
10763	../data/ddrs/287825/2.txt	287825	2	12356	3.4 
10764	../data/ddrs/287826/2.txt	287826	2	12356	3.4 
10765	../data/ddrs/287828/2.txt	287828	2	12356	3.4 
10766	../data/ddrs/287829/2.txt	287829	2	12356	3.4 
10767	../data/ddrs/287830/2.txt	287830	2	12356	3.4 
10768	../data/ddrs/287831/2.txt	287831	2	12356	3.4 
10769	../data/ddrs/287832/2.txt	287832	2	12958	3.6 
10770	../data/ddrs/287833/2.txt	287833	2	12356	3.4 
10771	../data/ddrs/287834/2.txt	287834	2	12958	3.6 
10772	../data/ddrs/287835/2.txt	287835	2	12958	3.6 
10773	../data/ddrs/287836/2.txt	287836	2	12958	3.6 
10774	../data/ddrs/287846/2.txt	287846	2	12356	3.4 
10775	../data/ddrs/287847/2.txt	287847	2	12958	3.6 
10776	../data/ddrs/287848/2.txt	287848	2	12958	3.6 
10777	../data/ddrs/287849/2.txt	287849	2	12958	3.6. 
10778	../data/ddrs/287850/2.txt	287850	2	12958	3.6 
10779	../data/ddrs/287851/2.txt	287851	2	12958	3.6 
10780	../data/ddrs/287855/2.txt	287855	2	12958	3.6(b) 
10781	../data/ddrs/287858/2.txt	287858	2	12958	
10782	../data/ddrs/287858/3.txt	287858	3	12958	
10783	../data/ddrs/287859/2.txt	287859	2	12958	3.6(b) 
10784	../data/ddrs/287860/2.txt	287860	2		
10785	../data/ddrs/287861/2.txt	287861	2	12958	3.6(b) 
10786	../data/ddrs/287862/2.txt	287862	2	12958	
10787	../data/ddrs/287862/3.txt	287862	3	12958	
10788	../data/ddrs/287862/4.txt	287862	4	12958	
10789	../data/ddrs/287862/5.txt	287862	5	12958	
10790	../data/ddrs/287862/6.txt	287862	6	12958	
10791	../data/ddrs/287863/2.txt	287863	2	12958	
10792	../data/ddrs/287864/2.txt	287864	2	12958	3.6(b) 
10793	../data/ddrs/287866/2.txt	287866	2	12958	3.6 
10794	../data/ddrs/287869/2.txt	287869	2	12958	3.6 
10795	../data/ddrs/287870/2.txt	287870	2	12958	3.6 
10796	../data/ddrs/287871/2.txt	287871	2	12958	3.6 
10797	../data/ddrs/287875/2.txt	287875	2	12958	
10798	../data/ddrs/287875/3.txt	287875	3	12958	
10799	../data/ddrs/287875/4.txt	287875	4	12958	
10800	../data/ddrs/287875/5.txt	287875	5	12958	
10801	../data/ddrs/287877/3.txt	287877	3	12958	
10802	../data/ddrs/287879/2.txt	287879	2	12958	1.5 
10803	../data/ddrs/287880/2.txt	287880	2	12958	
10804	../data/ddrs/287880/3.txt	287880	3	12958	
10805	../data/ddrs/287880/4.txt	287880	4	12958	
10806	../data/ddrs/287880/5.txt	287880	5	12958	
10807	../data/ddrs/287880/6.txt	287880	6	12958	
10808	../data/ddrs/287880/7.txt	287880	7	12958	
10809	../data/ddrs/287881/2.txt	287881	2	12958	3.6(b) 
10810	../data/ddrs/287882/2.txt	287882	2	12958	3.6(b) 
10811	../data/ddrs/287884/2.txt	287884	2	12958	1.5 
10812	../data/ddrs/287885/2.txt	287885	2	12958	1.5 
10813	../data/ddrs/287886/2.txt	287886	2	12958	1.5 
10814	../data/ddrs/287887/2.txt	287887	2	12958	1.5 
10815	../data/ddrs/287893/2.txt	287893	2	12356	3.4(b) 
10816	../data/ddrs/287894/2.txt	287894	2	12356	3.4(b) 
10817	../data/ddrs/287895/2.txt	287895	2	12958	
10818	../data/ddrs/287895/3.txt	287895	3	12958	
10819	../data/ddrs/287902/2.txt	287902	2	12958	
10820	../data/ddrs/287902/3.txt	287902	3	12958	
10821	../data/ddrs/287903/2.txt	287903	2	12958	1.5 
10822	../data/ddrs/287904/2.txt	287904	2	12958	1.5 
10823	../data/ddrs/287905/2.txt	287905	2	12958	1.5 
10824	../data/ddrs/287907/2.txt	287907	2	12958	8.6 
10825	../data/ddrs/287908/2.txt	287908	2	12958	
10826	../data/ddrs/287908/3.txt	287908	3	12958	
10827	../data/ddrs/287909/2.txt	287909	2	12958	
10828	../data/ddrs/287910/2.txt	287910	2	12958	
10829	../data/ddrs/287910/3.txt	287910	3	12958	
10830	../data/ddrs/287911/2.txt	287911	2	12958	1.5 
10831	../data/ddrs/287912/2.txt	287912	2	12356	
10832	../data/ddrs/287913/2.txt	287913	2	12356	
10833	../data/ddrs/287913/3.txt	287913	3	12356	
10834	../data/ddrs/287914/2.txt	287914	2	12356	
10835	../data/ddrs/287914/3.txt	287914	3	12356	
10836	../data/ddrs/287915/2.txt	287915	2	12356	
10837	../data/ddrs/287916/2.txt	287916	2	12356	
10838	../data/ddrs/287921/2.txt	287921	2	12958	
10839	../data/ddrs/287921/3.txt	287921	3	12958	
10840	../data/ddrs/287921/4.txt	287921	4	12958	
10841	../data/ddrs/287921/5.txt	287921	5	12958	
10842	../data/ddrs/287921/6.txt	287921	6	12958	
10843	../data/ddrs/287923/2.txt	287923	2	12958	3.6(b) 
10844	../data/ddrs/287924/2.txt	287924	2	12958	3.6(b) 
10845	../data/ddrs/287926/2.txt	287926	2	12958	3.6(b) 
10846	../data/ddrs/287929/2.txt	287929	2	12356	
10847	../data/ddrs/287930/2.txt	287930	2	12356	
10848	../data/ddrs/287934/2.txt	287934	2	12356	3.4 
10849	../data/ddrs/287935/10.txt	287935	10	12958	
10850	../data/ddrs/287935/11.txt	287935	11	12958	
10851	../data/ddrs/287935/12.txt	287935	12	12958	
10852	../data/ddrs/287935/13.txt	287935	13	12958	
10853	../data/ddrs/287935/14.txt	287935	14	12958	
10854	../data/ddrs/287935/15.txt	287935	15	12958	
10855	../data/ddrs/287935/16.txt	287935	16	12958	
10856	../data/ddrs/287935/2.txt	287935	2	12958	
10857	../data/ddrs/287935/3.txt	287935	3	12958	
10858	../data/ddrs/287935/4.txt	287935	4	12958	
10859	../data/ddrs/287935/5.txt	287935	5	12958	
10860	../data/ddrs/287935/6.txt	287935	6	12958	
10861	../data/ddrs/287935/7.txt	287935	7	12958	
10862	../data/ddrs/287935/8.txt	287935	8	12958	
10863	../data/ddrs/287935/9.txt	287935	9	12958	
10864	../data/ddrs/287936/2.txt	287936	2	12598	
10865	../data/ddrs/287937/2.txt	287937	2	12958	
10866	../data/ddrs/287937/3.txt	287937	3	12958	
10867	../data/ddrs/287937/4.txt	287937	4	12958	
10868	../data/ddrs/287938/2.txt	287938	2	12356	tion 3.1 (b) 
10869	../data/ddrs/287940/2.txt	287940	2	12958	
10870	../data/ddrs/287940/3.txt	287940	3	12958	
10871	../data/ddrs/287941/2.txt	287941	2	12958	
10872	../data/ddrs/287942/2.txt	287942	2	12958	
10873	../data/ddrs/287942/3.txt	287942	3	12958	
10874	../data/ddrs/287698/2.txt	287698	2	12356	3.4 
10875	../data/ddrs/287700/2.txt	287700	2	12958	3.5 
10876	../data/ddrs/287701/2.txt	287701	2	12356	3.4 
10877	../data/ddrs/287703/2.txt	287703	2	12958	3.6 
10878	../data/ddrs/287704/2.txt	287704	2	12958	3.6 
10879	../data/ddrs/287705/2.txt	287705	2	12958	[Illegible text] 
10880	../data/ddrs/287708/2.txt	287708	2	12958	3.6 
10881	../data/ddrs/287709/2.txt	287709	2	12356	3.4 
10882	../data/ddrs/287709/4.txt	287709	4	12356	3.4 
10883	../data/ddrs/287710/2.txt	287710	2	12958	
10884	../data/ddrs/287710/3.txt	287710	3	12958	
10885	../data/ddrs/287714/2.txt	287714	2	12356	3.4 
10886	../data/ddrs/287715/2.txt	287715	2	12356	3.4 
10887	../data/ddrs/287716/2.txt	287716	2	12356	3.4 
10888	../data/ddrs/287717/2.txt	287717	2	12356	3.4 
10889	../data/ddrs/287717/4.txt	287717	4	12356	3.4 
10890	../data/ddrs/287718/2.txt	287718	2	12356	3.4 
10891	../data/ddrs/287719/2.txt	287719	2	12958	3.6 
10892	../data/ddrs/287720/2.txt	287720	2	12356	3.4 
10893	../data/ddrs/287721/2.txt	287721	2	12356	3.4 
10894	../data/ddrs/287722/2.txt	287722	2	12958	3.6 
10895	../data/ddrs/287723/2.txt	287723	2	12958	3.6 
10896	../data/ddrs/287725/2.txt	287725	2	12958	3.6 
10897	../data/ddrs/287726/2.txt	287726	2	12356	, 3.4 
10898	../data/ddrs/287727/2.txt	287727	2	12958	3.6 
10899	../data/ddrs/287728/2.txt	287728	2	12356	3.4 
10900	../data/ddrs/287729/2.txt	287729	2	12356	3.4 
10901	../data/ddrs/287730/2.txt	287730	2	12356	3.4 
10902	../data/ddrs/287731/2.txt	287731	2	12958	3.6 
10903	../data/ddrs/287732/2.txt	287732	2	12356	3.4 
10904	../data/ddrs/287733/2.txt	287733	2	12356	3.4 
10905	../data/ddrs/287734/2.txt	287734	2	12958	3.6 
10906	../data/ddrs/287744/2.txt	287744	2	12958	
10907	../data/ddrs/287744/3.txt	287744	3	12958	
10908	../data/ddrs/287744/4.txt	287744	4	12958	
10909	../data/ddrs/287745/2.txt	287745	2	12958	3.6 
10910	../data/ddrs/287746/2.txt	287746	2	12356	3.4 
10911	../data/ddrs/287747/2.txt	287747	2	12356	3.4 
10912	../data/ddrs/287748/2.txt	287748	2	12958	3.6 
10913	../data/ddrs/287750/2.txt	287750	2	12958	
10914	../data/ddrs/287751/2.txt	287751	2	12958	1.5 
10915	../data/ddrs/287753/2.txt	287753	2	12356	
10916	../data/ddrs/287755/2.txt	287755	2	12356	
10917	../data/ddrs/287756/2.txt	287756	2	12356	3.4 
10918	../data/ddrs/287757/2.txt	287757	2	12356	3.4 
10919	../data/ddrs/287759/2.txt	287759	2	12958	
10920	../data/ddrs/287759/2.txt	287759	2	12958	t. 3.6 
10921	../data/ddrs/287759/3.txt	287759	3	12958	
10922	../data/ddrs/287759/4.txt	287759	4	12958	
10923	../data/ddrs/287759/5.txt	287759	5	12958	
10924	../data/ddrs/287759/6.txt	287759	6	12958	
10925	../data/ddrs/287760/2.txt	287760	2	12958	
10926	../data/ddrs/287760/3.txt	287760	3	12958	
10927	../data/ddrs/287760/4.txt	287760	4	12958	
10928	../data/ddrs/287761/10.txt	287761	10	12958	
10929	../data/ddrs/287761/2.txt	287761	2	12958	
10930	../data/ddrs/287761/3.txt	287761	3	12958	
10931	../data/ddrs/287761/4.txt	287761	4	12958	
10932	../data/ddrs/287761/5.txt	287761	5	12958	
10933	../data/ddrs/287761/6.txt	287761	6	12958	
10934	../data/ddrs/287761/7.txt	287761	7	12958	
10935	../data/ddrs/287761/8.txt	287761	8	12958	
10936	../data/ddrs/287761/9.txt	287761	9	12958	
10937	../data/ddrs/287762/10.txt	287762	10	12958	
10938	../data/ddrs/287762/11.txt	287762	11	12958	
10939	../data/ddrs/287762/12.txt	287762	12	12958	
10940	../data/ddrs/287762/13.txt	287762	13	12958	
10941	../data/ddrs/287762/14.txt	287762	14	12958	
10942	../data/ddrs/287762/15.txt	287762	15	12958	
10943	../data/ddrs/287762/16.txt	287762	16	12958	
10944	../data/ddrs/287762/17.txt	287762	17	12958	
10945	../data/ddrs/287762/18.txt	287762	18	12958	
10946	../data/ddrs/287762/19.txt	287762	19	12958	
10947	../data/ddrs/287762/2.txt	287762	2	12958	
10948	../data/ddrs/287762/20.txt	287762	20	12958	
10949	../data/ddrs/287762/21.txt	287762	21	12958	
10950	../data/ddrs/287762/22.txt	287762	22	12958	
10951	../data/ddrs/287762/8.txt	287762	8	12958	
10952	../data/ddrs/287762/9.txt	287762	9	12958	
10953	../data/ddrs/287763/2.txt	287763	2	12356	3.4 
10954	../data/ddrs/287764/2.txt	287764	2	12958	3.6 
10955	../data/ddrs/287765/2.txt	287765	2	12958	3.6(b) 
10956	../data/ddrs/287767/2.txt	287767	2	12958	3.5 
10957	../data/ddrs/287768/2.txt	287768	2		3.5 
10958	../data/ddrs/287769/2.txt	287769	2	12356	3.4 
10959	../data/ddrs/287770/2.txt	287770	2	12356	3.4 
10960	../data/ddrs/287771/2.txt	287771	2	12958	3.6 
10961	../data/ddrs/287772/2.txt	287772	2	12956	3.4 
10962	../data/ddrs/287773/2.txt	287773	2	12958	3.5 
10963	../data/ddrs/287774/2.txt	287774	2	12356	3.4 
10964	../data/ddrs/287775/2.txt	287775	2	12356	3.4 
10965	../data/ddrs/287776/2.txt	287776	2	12356	3.4 
10966	../data/ddrs/287777/2.txt	287777	2	12958	
10967	../data/ddrs/287777/3.txt	287777	3	12958	
10968	../data/ddrs/287777/4.txt	287777	4	12958	
10969	../data/ddrs/287779/2.txt	287779	2	12958	
10970	../data/ddrs/287779/3.txt	287779	3	12958	
10971	../data/ddrs/287780/2.txt	287780	2	11652	
10972	../data/ddrs/287780/2.txt	287780	2	12958	
10973	../data/ddrs/287780/3.txt	287780	3	12958	
10974	../data/ddrs/287780/4.txt	287780	4	12958	
10975	../data/ddrs/287780/5.txt	287780	5	12958	
10976	../data/ddrs/287780/6.txt	287780	6	12958	
10977	../data/ddrs/287781/2.txt	287781	2	12958	
10978	../data/ddrs/287781/3.txt	287781	3	12958	
10979	../data/ddrs/287782/2.txt	287782	2	12356	3.4 
10980	../data/ddrs/287783/2.txt	287783	2	12356	3.4 
10981	../data/ddrs/287784/2.txt	287784	2	12356	3.4. 
10982	../data/ddrs/287785/2.txt	287785	2	12356	3.4 
10983	../data/ddrs/287786/2.txt	287786	2	12356	3.4 
10984	../data/ddrs/287787/2.txt	287787	2	12356	3.4 
10985	../data/ddrs/287788/2.txt	287788	2	12356	3.4 
10986	../data/ddrs/287790/2.txt	287790	2	12958	
10987	../data/ddrs/287791/2.txt	287791	2	12958	
10988	../data/ddrs/287791/3.txt	287791	3	12958	
10989	../data/ddrs/287791/4.txt	287791	4	12958	
10990	../data/ddrs/287792/2.txt	287792	2	12958	3.6(b) 
10991	../data/ddrs/287793/2.txt	287793	2	12958	3.6 
10992	../data/ddrs/287794/2.txt	287794	2	12958	3.6 
10993	../data/ddrs/287795/2.txt	287795	2	12356	3.4 
10994	../data/ddrs/287797/2.txt	287797	2	12958	3.6 
10995	../data/ddrs/287798/2.txt	287798	2	12958	3.6 
10996	../data/ddrs/287799/2.txt	287799	2	12356	3.4 
10997	../data/ddrs/287800/2.txt	287800	2	12356	3.4 
10998	../data/ddrs/287801/2.txt	287801	2	12356	3.4 
10999	../data/ddrs/287802/2.txt	287802	2	12958	
11000	../data/ddrs/287802/3.txt	287802	3	12958	
11001	../data/ddrs/287803/2.txt	287803	2	12958	3.6 
11002	../data/ddrs/287804/2.txt	287804	2	12958	
11003	../data/ddrs/287805/2.txt	287805	2	12356	3.4 
11004	../data/ddrs/287806/2.txt	287806	2	12065	
11005	../data/ddrs/287806/2.txt	287806	2	12958	3.6 
11006	../data/ddrs/287812/2.txt	287812	2	12356	3.4 
11007	../data/ddrs/287813/2.txt	287813	2	12958	3.6 
11008	../data/ddrs/287814/2.txt	287814	2	12958	
11009	../data/ddrs/287814/3.txt	287814	3	12958	
11010	../data/ddrs/287817/2.txt	287817	2	12958	
11011	../data/ddrs/287817/2.txt	287817	2	12958	t. 3.6 
11012	../data/ddrs/287817/3.txt	287817	3	12958	
11013	../data/ddrs/287817/4.txt	287817	4	12958	
11014	../data/ddrs/287818/2.txt	287818	2		
11015	../data/ddrs/287819/2.txt	287819	2		3.6 
11016	../data/ddrs/287574/2.txt	287574	2	12958	
11017	../data/ddrs/287574/3.txt	287574	3	12958	
11018	../data/ddrs/287574/4.txt	287574	4	12958	
11019	../data/ddrs/287574/5.txt	287574	5	12958	
11020	../data/ddrs/287575/2.txt	287575	2	12958	
11021	../data/ddrs/287575/3.txt	287575	3	12958	
11022	../data/ddrs/287575/4.txt	287575	4	12958	
11023	../data/ddrs/287575/5.txt	287575	5	12958	
11024	../data/ddrs/287576/2.txt	287576	2	12958	
11025	../data/ddrs/287576/3.txt	287576	3	12958	
11026	../data/ddrs/287577/2.txt	287577	2		3.4 
11027	../data/ddrs/287578/2.txt	287578	2	12958	3.6(b) 
11028	../data/ddrs/287581/2.txt	287581	2	12958	3.6 (b) 
11029	../data/ddrs/287582/2.txt	287582	2	12958	3.6(b) 
11030	../data/ddrs/287583/2.txt	287583	2	12356	3.4 
11031	../data/ddrs/287584/2.txt	287584	2	12958	3.6(b) 
11032	../data/ddrs/287587/2.txt	287587	2	12958	
11033	../data/ddrs/287587/3.txt	287587	3	12958	
11034	../data/ddrs/287588/2.txt	287588	2	12958	
11035	../data/ddrs/287588/3.txt	287588	3	12958	
11036	../data/ddrs/287589/2.txt	287589	2	12958	3.6(b) 
11037	../data/ddrs/287590/2.txt	287590	2	12353	1.5 
11038	../data/ddrs/287591/2.txt	287591	2	12958	3.6(b) 
11039	../data/ddrs/287592/2.txt	287592	2	12958	3.6 
11040	../data/ddrs/287593/2.txt	287593	2	12958	3.6 
11041	../data/ddrs/287596/2.txt	287596	2	12958	3.6 
11042	../data/ddrs/287596/4.txt	287596	4	12958	3.6 
11043	../data/ddrs/287597/2.txt	287597	2	12958	
11044	../data/ddrs/287600/2.txt	287600	2	12958	
11045	../data/ddrs/287601/2.txt	287601	2	12065	
11046	../data/ddrs/287602/2.txt	287602	2	12958	3.6 
11047	../data/ddrs/287605/2.txt	287605	2	12958	
11048	../data/ddrs/287605/3.txt	287605	3	12958	
11049	../data/ddrs/287605/4.txt	287605	4	12958	
11050	../data/ddrs/287606/2.txt	287606	2	12356	3.4(b) 
11051	../data/ddrs/287607/2.txt	287607	2	12958	3.6 
11052	../data/ddrs/287608/2.txt	287608	2	12958	
11053	../data/ddrs/287608/3.txt	287608	3	12958	
11054	../data/ddrs/287609/2.txt	287609	2	12958	
11055	../data/ddrs/287610/2.txt	287610	2	12958	
11056	../data/ddrs/287610/3.txt	287610	3	12958	
11057	../data/ddrs/287611/2.txt	287611	2	12958	
11058	../data/ddrs/287611/3.txt	287611	3	12958	
11059	../data/ddrs/287612/2.txt	287612	2	12958	
11060	../data/ddrs/287612/3.txt	287612	3	12958	
11061	../data/ddrs/287612/4.txt	287612	4	12958	
11062	../data/ddrs/287613/2.txt	287613	2	12958	
11063	../data/ddrs/287613/3.txt	287613	3	12958	
11064	../data/ddrs/287614/2.txt	287614	2	12958	
11065	../data/ddrs/287614/3.txt	287614	3	12958	
11066	../data/ddrs/287614/4.txt	287614	4	12958	
11067	../data/ddrs/287614/6.txt	287614	6	12958	
11068	../data/ddrs/287615/2.txt	287615	2	12958	
11069	../data/ddrs/287615/3.txt	287615	3	12958	
11070	../data/ddrs/287615/4.txt	287615	4	12958	
11071	../data/ddrs/287616/2.txt	287616	2	12958	
11072	../data/ddrs/287616/3.txt	287616	3	12958	
11073	../data/ddrs/287617/2.txt	287617	2	12958	3.6 
11074	../data/ddrs/287618/2.txt	287618	2	12958	3.6 
11075	../data/ddrs/287619/2.txt	287619	2	12958	3.6 
11076	../data/ddrs/287621/2.txt	287621	2	12356	3.4 
11077	../data/ddrs/287621/3.txt	287621	3	12356	3.4 
11078	../data/ddrs/287622/2.txt	287622	2	12958	3.5 
11079	../data/ddrs/287626/2.txt	287626	2	12958	3.5 
11080	../data/ddrs/287627/2.txt	287627	2	12958	3.6 
11081	../data/ddrs/287628/2.txt	287628	2	12356	3.4 
11082	../data/ddrs/287629/2.txt	287629	2	12958	3.6 
11083	../data/ddrs/287630/2.txt	287630	2	12958	3.6 
11084	../data/ddrs/287631/2.txt	287631	2	11652	
11085	../data/ddrs/287631/2.txt	287631	2	12958	3.6 
11086	../data/ddrs/287632/2.txt	287632	2	11652	
11087	../data/ddrs/287632/2.txt	287632	2	12958	3.6 
11088	../data/ddrs/287633/2.txt	287633	2	12356	
11089	../data/ddrs/287634/2.txt	287634	2	12356	
11090	../data/ddrs/287635/2.txt	287635	2	12958	3.6 
11091	../data/ddrs/287636/2.txt	287636	2	12958	3.6 
11092	../data/ddrs/287637/2.txt	287637	2	12356	3.4 
11093	../data/ddrs/287638/2.txt	287638	2	12958	3.6 
11094	../data/ddrs/287640/2.txt	287640	2	12958	3.6(b) 
11095	../data/ddrs/287642/2.txt	287642	2	11652	5(A) and (D) 
11096	../data/ddrs/287642/2.txt	287642	2	12958	3.5 
11097	../data/ddrs/287643/2.txt	287643	2	12958	3.6 
11098	../data/ddrs/287644/2.txt	287644	2	12356	3.4 
11099	../data/ddrs/287645/2.txt	287645	2	12958	3.6 
11100	../data/ddrs/287646/2.txt	287646	2	12958	3.6 
11101	../data/ddrs/287647/10.txt	287647	10	12958	
11102	../data/ddrs/287647/11.txt	287647	11	12958	
11103	../data/ddrs/287647/12.txt	287647	12	12958	
