number	path	doc_id	page	eo_id	sec
452	../data/ddrs/316504/2.txt	316504	2	12356	
453	../data/ddrs/316504/2.txt	316504	2	12958	
454	../data/ddrs/316504/3.txt	316504	3	12356	
455	../data/ddrs/316505/2.txt	316505	2	12958	
456	../data/ddrs/316506/2.txt	316506	2	12356	
457	../data/ddrs/316506/2.txt	316506	2	12958	
458	../data/ddrs/316506/3.txt	316506	3	12356	
459	../data/ddrs/316506/4.txt	316506	4	12356	
460	../data/ddrs/316506/5.txt	316506	5	12356	
461	../data/ddrs/316507/2.txt	316507	2	12356	
462	../data/ddrs/316507/2.txt	316507	2	12958	
463	../data/ddrs/316508/2.txt	316508	2	12356	
464	../data/ddrs/316508/2.txt	316508	2	12958	
465	../data/ddrs/316509/2.txt	316509	2	12958	
466	../data/ddrs/316510/2.txt	316510	2	12958	
467	../data/ddrs/316511/2.txt	316511	2	12958	
468	../data/ddrs/316518/2.txt	316518	2	13292	3 6 
469	../data/ddrs/316531/2.txt	316531	2	13292	
470	../data/ddrs/316533/2.txt	316533	2	12958	3.3 
471	../data/ddrs/316534/2.txt	316534	2	13526	3.5 
472	../data/ddrs/316534/3.txt	316534	3	13526	3.5 
473	../data/ddrs/316535/2.txt	316535	2	13526	3.5 
474	../data/ddrs/316537/2.txt	316537	2	13526	3.5 
475	../data/ddrs/316548/2.txt	316548	2	12958	3.6 
476	../data/ddrs/316579/2.txt	316579	2	11052	
477	../data/ddrs/316594/2.txt	316594	2	11652	
478	../data/ddrs/316596/2.txt	316596	2	13526	3.5 
479	../data/ddrs/316597/2.txt	316597	2	13526	3.5 
480	../data/ddrs/316598/2.txt	316598	2	13526	3.5 
481	../data/ddrs/316599/2.txt	316599	2	13526	3.5 
482	../data/ddrs/316601/2.txt	316601	2		
483	../data/ddrs/316358/2.txt	316358	2	13526	3.5 
484	../data/ddrs/316360/2.txt	316360	2	13526	3.5 
485	../data/ddrs/316368/2.txt	316368	2	13526	3.5 
486	../data/ddrs/316386/2.txt	316386	2	12958	3 
487	../data/ddrs/316391/2.txt	316391	2	13526	
488	../data/ddrs/316395/2.txt	316395	2	13526	3.5 
489	../data/ddrs/316399/2.txt	316399	2	13526	3.S 
490	../data/ddrs/316402/2.txt	316402	2	13526	3.5 
491	../data/ddrs/316406/20.txt	316406	20	12958	
492	../data/ddrs/316406/29.txt	316406	29	12958	
493	../data/ddrs/316427/2.txt	316427	2	12958	
494	../data/ddrs/316432/2.txt	316432	2	12958	
495	../data/ddrs/316438/2.txt	316438	2	13526	3.5 
496	../data/ddrs/316440/2.txt	316440	2	13526	3.5 
497	../data/ddrs/316446/2.txt	316446	2	12958	
498	../data/ddrs/316447/2.txt	316447	2	1298	
499	../data/ddrs/316449/2.txt	316449	2	13526	3.5 
500	../data/ddrs/316466/2.txt	316466	2	11652	
501	../data/ddrs/316234/100.txt	316234	100	12958	3.6 
502	../data/ddrs/316234/101.txt	316234	101	13292	3.4 
503	../data/ddrs/316234/11.txt	316234	11	13292	3.4 
504	../data/ddrs/316234/18.txt	316234	18	13292	3.4 
505	../data/ddrs/316234/22.txt	316234	22	13292	3.4 
506	../data/ddrs/316234/23.txt	316234	23	13292	3 4 
507	../data/ddrs/316234/25.txt	316234	25	13292	
508	../data/ddrs/316234/29.txt	316234	29	13292	3A 
509	../data/ddrs/316234/34.txt	316234	34	13292	3.4 
510	../data/ddrs/316234/39.txt	316234	39	13292	3.4 
511	../data/ddrs/316234/42.txt	316234	42	13292	3.4 
512	../data/ddrs/316234/43.txt	316234	43	13292	3.4 
513	../data/ddrs/316234/44.txt	316234	44	13292	3.4 
514	../data/ddrs/316234/47.txt	316234	47	13292	3.4 
515	../data/ddrs/316234/5.txt	316234	5	13292	3.4 
516	../data/ddrs/316234/54.txt	316234	54	13292	
517	../data/ddrs/316234/57.txt	316234	57	13292	3.4 
518	../data/ddrs/316234/58.txt	316234	58	13292	3.4 
519	../data/ddrs/316234/65.txt	316234	65	13292	, 3 4 
520	../data/ddrs/316234/67.txt	316234	67	13292	3.4 
521	../data/ddrs/316234/7.txt	316234	7	13292	3.4 
522	../data/ddrs/316234/72.txt	316234	72	13292	3.4 
523	../data/ddrs/316234/73.txt	316234	73	13292	3.4 
524	../data/ddrs/316234/76.txt	316234	76	13292	3.4 
525	../data/ddrs/316234/8.txt	316234	8	13292	3.4 
526	../data/ddrs/316234/92.txt	316234	92	12958	3.6 
527	../data/ddrs/316234/93.txt	316234	93	13292	3.4 
528	../data/ddrs/316234/96.txt	316234	96	12958	3.6 
529	../data/ddrs/316234/97.txt	316234	97	12958	3.6 
530	../data/ddrs/316234/98.txt	316234	98	12958	3.6 
531	../data/ddrs/316234/99.txt	316234	99	13292	3.4 
532	../data/ddrs/316235/10.txt	316235	10	13292	3.4 
533	../data/ddrs/316235/100.txt	316235	100	13292	3.4 
534	../data/ddrs/316235/101.txt	316235	101	13292	3.4 
535	../data/ddrs/316235/108.txt	316235	108	13292	3.4 
536	../data/ddrs/316235/16.txt	316235	16	13292	3.4 
537	../data/ddrs/316235/17.txt	316235	17	13292	3.4 
538	../data/ddrs/316235/21.txt	316235	21	13292	3.4 
539	../data/ddrs/316235/36.txt	316235	36	13292	3.4 
540	../data/ddrs/316235/37.txt	316235	37	13292	34 
541	../data/ddrs/316235/38.txt	316235	38	13292	3.4 
542	../data/ddrs/316235/39.txt	316235	39	13292	3.4 
543	../data/ddrs/316235/4.txt	316235	4	13292	3.4 
544	../data/ddrs/316235/40.txt	316235	40	13292	3.4 
545	../data/ddrs/316235/42.txt	316235	42	13292	3.4 
546	../data/ddrs/316235/43.txt	316235	43	13292	3.4 
547	../data/ddrs/316235/44.txt	316235	44	13292	3.4 
548	../data/ddrs/316235/46.txt	316235	46	13292	3.4 
549	../data/ddrs/316235/47.txt	316235	47	13292	3.4 
550	../data/ddrs/316235/48.txt	316235	48	13292	3 4 
551	../data/ddrs/316235/49.txt	316235	49	13292	3.4 
552	../data/ddrs/316235/50.txt	316235	50	13292	3.4 
553	../data/ddrs/316235/51.txt	316235	51	13292	3.4 
554	../data/ddrs/316235/53.txt	316235	53	13292	3.4 
555	../data/ddrs/316235/54.txt	316235	54	13292	3.4 
556	../data/ddrs/316235/56.txt	316235	56	13292	3.4 
557	../data/ddrs/316235/57.txt	316235	57	13292	3.4 
558	../data/ddrs/316235/58.txt	316235	58	13292	3.4 
559	../data/ddrs/316235/60.txt	316235	60	13292	3.4 
560	../data/ddrs/316235/65.txt	316235	65	13292	3.4,. 
561	../data/ddrs/316235/67.txt	316235	67	13292	3.4 
562	../data/ddrs/316235/69.txt	316235	69	13292	3.4 
563	../data/ddrs/316235/72.txt	316235	72	13292	3.4 
564	../data/ddrs/316235/73.txt	316235	73	13292	34, 
565	../data/ddrs/316235/75.txt	316235	75	13292	3.4 
566	../data/ddrs/316235/77.txt	316235	77	13292	3.4 
567	../data/ddrs/316235/79.txt	316235	79	13292	3 4 
568	../data/ddrs/316235/8.txt	316235	8	13292	.4 
569	../data/ddrs/316235/80.txt	316235	80	13292	3.4 
570	../data/ddrs/316235/82.txt	316235	82	13292	3.4 
571	../data/ddrs/316235/87.txt	316235	87	13292	3.4 
572	../data/ddrs/316235/9.txt	316235	9	13292	3.4 
573	../data/ddrs/316235/94.txt	316235	94	13292	3.4 
574	../data/ddrs/316235/96.txt	316235	96	13292	3.4 
575	../data/ddrs/316235/99.txt	316235	99	13292	3.4 
576	../data/ddrs/316236/101.txt	316236	101	13292	3 4 
577	../data/ddrs/316236/102.txt	316236	102	13292	34 
578	../data/ddrs/316236/103.txt	316236	103	13292	3.4 
579	../data/ddrs/316236/105.txt	316236	105	13292	3.4 
580	../data/ddrs/316236/106.txt	316236	106	13292	3 A_ 
581	../data/ddrs/316236/108.txt	316236	108	13292	3.4 
582	../data/ddrs/316236/109.txt	316236	109	13292	3.4 
583	../data/ddrs/316236/112.txt	316236	112	13292	34 
584	../data/ddrs/316236/113.txt	316236	113	13292	3.4 
585	../data/ddrs/316236/117.txt	316236	117	13292	3.4 
586	../data/ddrs/316236/122.txt	316236	122	13292	3 4 
587	../data/ddrs/316236/123.txt	316236	123	13292	3.4 
588	../data/ddrs/316236/124.txt	316236	124	13292	3.4 
589	../data/ddrs/316236/15.txt	316236	15	13292	3.4 
590	../data/ddrs/316236/29.txt	316236	29	13292	34 
591	../data/ddrs/316236/32.txt	316236	32	13292	3.4 
592	../data/ddrs/316236/33.txt	316236	33	13292	3.4 
593	../data/ddrs/316236/34.txt	316236	34	13292	3.4 
594	../data/ddrs/316236/39.txt	316236	39	13292	3 4 
595	../data/ddrs/316236/41.txt	316236	41	13292	3.4 
596	../data/ddrs/316236/44.txt	316236	44	13292	3.4 
597	../data/ddrs/316236/47.txt	316236	47	13292	3.4 
598	../data/ddrs/316236/49.txt	316236	49	13292	3.4 
599	../data/ddrs/316236/5.txt	316236	5	13526	\'.3- 
600	../data/ddrs/316236/53.txt	316236	53	13292	3.4 
601	../data/ddrs/316236/54.txt	316236	54	13292	3.4 
602	../data/ddrs/316236/55.txt	316236	55	13292	3 A 
603	../data/ddrs/316236/57.txt	316236	57	13292	3.4 
604	../data/ddrs/316236/6.txt	316236	6	13292	3.4 
605	../data/ddrs/316236/62.txt	316236	62	13292	3.4 
606	../data/ddrs/316236/67.txt	316236	67	13292	3.4 
607	../data/ddrs/316236/68.txt	316236	68	13526	3.5 
608	../data/ddrs/316236/7.txt	316236	7	13292	3.4 
609	../data/ddrs/316236/70.txt	316236	70	13292	3.4. 
610	../data/ddrs/316236/74.txt	316236	74	13292	3.4 
611	../data/ddrs/316236/80.txt	316236	80	13292	3.4 
612	../data/ddrs/316236/82.txt	316236	82	13292	3.4 
613	../data/ddrs/316236/83.txt	316236	83	13292	3.4 
614	../data/ddrs/316236/87.txt	316236	87	13292	3.4 
615	../data/ddrs/316236/88.txt	316236	88	13292	3.4 
616	../data/ddrs/316236/94.txt	316236	94		3.4 
617	../data/ddrs/316237/12.txt	316237	12	13292	3.4 
618	../data/ddrs/316237/13.txt	316237	13	13292	3.4 
619	../data/ddrs/316237/24.txt	316237	24	13292	3.4 
620	../data/ddrs/316237/25.txt	316237	25	13292	3.4 
621	../data/ddrs/316237/26.txt	316237	26	132921	3 4~ 
622	../data/ddrs/316237/27.txt	316237	27	13292	3 4 
623	../data/ddrs/316237/29.txt	316237	29	13292	34 
624	../data/ddrs/316237/3.txt	316237	3	13292	3.4 
625	../data/ddrs/316237/30.txt	316237	30	13292	, 3.4 
626	../data/ddrs/316237/31.txt	316237	31	13292	3.4 
627	../data/ddrs/316237/33.txt	316237	33	13292	3.4 
628	../data/ddrs/316237/35.txt	316237	35	13292	3.4 
629	../data/ddrs/316237/36.txt	316237	36	12958	3.6 
630	../data/ddrs/316237/38.txt	316237	38	12336	3.4(b) 
631	../data/ddrs/316237/40.txt	316237	40	13292	
632	../data/ddrs/316237/43.txt	316237	43	13292	34 
633	../data/ddrs/316237/46.txt	316237	46	13292	3.4 
634	../data/ddrs/316237/54.txt	316237	54	13526	3.5 
635	../data/ddrs/316237/57.txt	316237	57	13292	3.4 
636	../data/ddrs/316237/72.txt	316237	72	13292	3.4 
637	../data/ddrs/316237/78.txt	316237	78	13292	34 
638	../data/ddrs/316237/8.txt	316237	8	13292	3.4 
639	../data/ddrs/316237/86.txt	316237	86	3292	34, 
640	../data/ddrs/316237/89.txt	316237	89	13292	3.4 
641	../data/ddrs/316237/97.txt	316237	97	13292	34 
642	../data/ddrs/316237/98.txt	316237	98	13292	3.4 
643	../data/ddrs/316237/99.txt	316237	99	13292	3.4 
644	../data/ddrs/316240/2.txt	316240	2	12958	3.6(b) 
645	../data/ddrs/316275/2.txt	316275	2	13526	TION 5.3(b)(3) 
646	../data/ddrs/316310/2.txt	316310	2	13526	3.5 
647	../data/ddrs/316311/2.txt	316311	2	13526	3. 
648	../data/ddrs/316312/2.txt	316312	2	12958	
649	../data/ddrs/316313/2.txt	316313	2	12958	
650	../data/ddrs/316313/6.txt	316313	6	12958	
651	../data/ddrs/316314/2.txt	316314	2	13526	3.5 
652	../data/ddrs/316315/2.txt	316315	2	13526	3.5 
653	../data/ddrs/316320/2.txt	316320	2	13526	S 
654	../data/ddrs/316321/2.txt	316321	2	13526	3.5 
655	../data/ddrs/316329/2.txt	316329	2	13526	3.5* 
656	../data/ddrs/316330/2.txt	316330	2	13526	35 
657	../data/ddrs/316333/2.txt	316333	2	13526	3.5 
658	../data/ddrs/316334/2.txt	316334	2	13526	
659	../data/ddrs/316335/2.txt	316335	2	13526	3 
660	../data/ddrs/316336/2.txt	316336	2	13526	
661	../data/ddrs/316338/2.txt	316338	2	13526	3.5 
662	../data/ddrs/316342/2.txt	316342	2	13526	35 
663	../data/ddrs/316343/3.txt	316343	3	13526	3.3 
664	../data/ddrs/316344/2.txt	316344	2	1356	3.S 
665	../data/ddrs/316345/2.txt	316345	2	13526	3.5 
666	../data/ddrs/316346/2.txt	316346	2	13526	3.5 
667	../data/ddrs/316347/2.txt	316347	2	13526	
668	../data/ddrs/316350/2.txt	316350	2	13526	
669	../data/ddrs/316159/2.txt	316159	2	13292	.4 
670	../data/ddrs/316161/2.txt	316161	2	13292	3.4 
671	../data/ddrs/316161/3.txt	316161	3	13292	3.4 
672	../data/ddrs/316162/2.txt	316162	2	12958	32 
673	../data/ddrs/316164/2.txt	316164	2	13292	3.4 
674	../data/ddrs/316182/2.txt	316182	2	12953	32 
675	../data/ddrs/316183/2.txt	316183	2	13292	
676	../data/ddrs/316186/2.txt	316186	2	12958	3.3 
677	../data/ddrs/316201/2.txt	316201	2	13292	3.5 
678	../data/ddrs/315990/2.txt	315990	2	13292	3.5 
679	../data/ddrs/315991/2.txt	315991	2	13292	3.5 
680	../data/ddrs/315994/2.txt	315994	2	12356	
681	../data/ddrs/315994/2.txt	315994	2	12958	
682	../data/ddrs/316002/2.txt	316002	2	13526	3-5 
683	../data/ddrs/316003/2.txt	316003	2	13526	3.5 
684	../data/ddrs/316005/2.txt	316005	2	13292	3.5 
685	../data/ddrs/316006/2.txt	316006	2	123	
686	../data/ddrs/316006/2.txt	316006	2	12958	
687	../data/ddrs/316009/2.txt	316009	2	13292	
688	../data/ddrs/316010/2.txt	316010	2	12958	
689	../data/ddrs/316013/2.txt	316013	2	12958	
690	../data/ddrs/316015/2.txt	316015	2	12356	
691	../data/ddrs/316016/2.txt	316016	2	12356	
692	../data/ddrs/316016/2.txt	316016	2	12958	
693	../data/ddrs/316016/4.txt	316016	4	12356	
694	../data/ddrs/316017/2.txt	316017	2	12356	
695	../data/ddrs/316017/2.txt	316017	2	12958	
696	../data/ddrs/316018/2.txt	316018	2	12356	
697	../data/ddrs/316018/2.txt	316018	2	12958	
698	../data/ddrs/316019/2.txt	316019	2	12356	
699	../data/ddrs/316019/2.txt	316019	2	12958	
700	../data/ddrs/316020/2.txt	316020	2	1235	
701	../data/ddrs/316022/2.txt	316022	2	12958	3.3 
702	../data/ddrs/316026/2.txt	316026	2		- .- 
703	../data/ddrs/316030/2.txt	316030	2	13526	3.5 
704	../data/ddrs/316031/2.txt	316031	2	13526	3.5 
705	../data/ddrs/316032/2.txt	316032	2	13526	3.5 
706	../data/ddrs/316034/2.txt	316034	2	13526	3.5 
707	../data/ddrs/316035/2.txt	316035	2	13526	3.5 
708	../data/ddrs/316037/2.txt	316037	2	12356	
709	../data/ddrs/316043/2.txt	316043	2	12356	
710	../data/ddrs/316043/3.txt	316043	3	12356	
711	../data/ddrs/316043/4.txt	316043	4	12356	
712	../data/ddrs/316044/2.txt	316044	2	13292	3.4 
713	../data/ddrs/316046/2.txt	316046	2	13292	3.4 
714	../data/ddrs/316048/2.txt	316048	2	12958	
715	../data/ddrs/316062/2.txt	316062	2	13292	3.5 
716	../data/ddrs/316064/2.txt	316064	2	13292	3.5 
717	../data/ddrs/316065/2.txt	316065	2	13292	3.56 
718	../data/ddrs/316066/2.txt	316066	2	13292	3.6 
719	../data/ddrs/316067/2.txt	316067	2	13292	3.5 
720	../data/ddrs/316068/2.txt	316068	2	13292	3.5 
721	../data/ddrs/316069/2.txt	316069	2	13292	3.6 
722	../data/ddrs/316070/2.txt	316070	2	13292	3.6 
723	../data/ddrs/316071/2.txt	316071	2	13292	3.6 
724	../data/ddrs/316072/2.txt	316072	2	13292	3.6 
725	../data/ddrs/316073/2.txt	316073	2	13292	3.5 
726	../data/ddrs/316074/2.txt	316074	2	13292	3.5 
727	../data/ddrs/316095/2.txt	316095	2	12958	
728	../data/ddrs/316099/6.txt	316099	6	10501	tion 19 of E.O. 10501, authorizing disciplinary action 
729	../data/ddrs/316100/2.txt	316100	2	12958	
730	../data/ddrs/315909/2.txt	315909	2	13292	3.5 
731	../data/ddrs/315910/2.txt	315910	2	13292	3.5 
732	../data/ddrs/315913/2.txt	315913	2	11652	
733	../data/ddrs/315914/2.txt	315914	2	11652	
734	../data/ddrs/315920/2.txt	315920	2	12958	3.6 
735	../data/ddrs/315921/2.txt	315921	2	12356	
736	../data/ddrs/315921/2.txt	315921	2	12958	
737	../data/ddrs/315922/2.txt	315922	2	12356	
738	../data/ddrs/315922/2.txt	315922	2	12958	
739	../data/ddrs/315923/2.txt	315923	2	12356	
740	../data/ddrs/315923/2.txt	315923	2	12958	
741	../data/ddrs/315923/3.txt	315923	3	12356	
742	../data/ddrs/315924/2.txt	315924	2	12356	
743	../data/ddrs/315924/2.txt	315924	2	12958	
744	../data/ddrs/315924/3.txt	315924	3	12356	
745	../data/ddrs/315924/4.txt	315924	4	12356	
746	../data/ddrs/315925/2.txt	315925	2	1	
747	../data/ddrs/315926/10.txt	315926	10	12356	
748	../data/ddrs/315926/12.txt	315926	12	12356	
749	../data/ddrs/315926/2.txt	315926	2	12356	
750	../data/ddrs/315926/3.txt	315926	3	12356	
751	../data/ddrs/315926/4.txt	315926	4	12356	
752	../data/ddrs/315926/5.txt	315926	5	12356	
753	../data/ddrs/315926/5.txt	315926	5	12958	
754	../data/ddrs/315926/6.txt	315926	6	12356	
755	../data/ddrs/315926/7.txt	315926	7	12356	
756	../data/ddrs/315926/8.txt	315926	8	12356	
757	../data/ddrs/315926/9.txt	315926	9	12356	
758	../data/ddrs/315927/2.txt	315927	2	12356	
759	../data/ddrs/315927/2.txt	315927	2	12958	
760	../data/ddrs/315928/2.txt	315928	2	12356	
761	../data/ddrs/315928/2.txt	315928	2	12958	
762	../data/ddrs/315929/2.txt	315929	2	12958	
763	../data/ddrs/315929/3.txt	315929	3	12356	
764	../data/ddrs/315930/2.txt	315930	2	12958	
765	../data/ddrs/315936/2.txt	315936	2	13526	3.3 
766	../data/ddrs/315937/2.txt	315937	2	13292	3.5 
767	../data/ddrs/315939/2.txt	315939	2	13526	3.5 
768	../data/ddrs/315940/2.txt	315940	2	13526	3.5 
769	../data/ddrs/315941/2.txt	315941	2	13526	3-5 
770	../data/ddrs/315943/2.txt	315943	2	12356	
771	../data/ddrs/315946/2.txt	315946	2	12958	3.5 
772	../data/ddrs/315957/2.txt	315957	2	12958	
773	../data/ddrs/315961/2.txt	315961	2	13292	3.5  - 
774	../data/ddrs/315962/2.txt	315962	2	13292	3.6 
775	../data/ddrs/315963/2.txt	315963	2	13292	3.5 
776	../data/ddrs/315964/2.txt	315964	2	12958	3.6 
777	../data/ddrs/315965/2.txt	315965	2	12958	3.6 
778	../data/ddrs/315968/2.txt	315968	2	12958	3.6 
779	../data/ddrs/315971/2.txt	315971	2	12958	
780	../data/ddrs/315973/2.txt	315973	2	13292	3.5 
781	../data/ddrs/315976/2.txt	315976	2	13526	3.5 
782	../data/ddrs/315983/2.txt	315983	2	12958	3.6 
783	../data/ddrs/315744/2.txt	315744	2	13526	3.5 
784	../data/ddrs/315745/2.txt	315745	2	13526	3.5 
785	../data/ddrs/315746/2.txt	315746	2	13526	3.5 
786	../data/ddrs/315753/2.txt	315753	2	13526	3.5 
787	../data/ddrs/315776/2.txt	315776	2	13526	3.5 
788	../data/ddrs/315782/2.txt	315782	2	13526	3.5 
789	../data/ddrs/315789/2.txt	315789	2	13526	3.5 
790	../data/ddrs/315802/2.txt	315802	2	13526	3.5 
791	../data/ddrs/315829/2.txt	315829	2	13292	
792	../data/ddrs/315832/2.txt	315832	2	13292	3.S 
793	../data/ddrs/315844/2.txt	315844	2	13292	3.5 
794	../data/ddrs/315849/2.txt	315849	2	12958	
795	../data/ddrs/315861/5.txt	315861	5	12958	3.6 
796	../data/ddrs/315620/104.txt	315620	104	12953	
797	../data/ddrs/315622/2.txt	315622	2	129	t.3 
798	../data/ddrs/315677/2.txt	315677	2	12958	
799	../data/ddrs/315682/2.txt	315682	2	12958	
800	../data/ddrs/315684/2.txt	315684	2	12958	3.5 
801	../data/ddrs/315686/2.txt	315686	2	13526	TION 5.3 b)(3) - Mi- 64/ i$ 
802	../data/ddrs/315687/2.txt	315687	2	129	3.3 
803	../data/ddrs/315688/2.txt	315688	2	12958	3.3 
804	../data/ddrs/315710/2.txt	315710	2	13526	3.5. 
805	../data/ddrs/315711/2.txt	315711	2	12958	3.6 
806	../data/ddrs/315713/2.txt	315713	2	12958	
807	../data/ddrs/315714/2.txt	315714	2	12356	
808	../data/ddrs/315714/2.txt	315714	2	12958	
809	../data/ddrs/315716/2.txt	315716	2	13526	
810	../data/ddrs/315717/2.txt	315717	2	13526	. 
811	../data/ddrs/315725/2.txt	315725	2	13526	3.5 
812	../data/ddrs/315729/2.txt	315729	2	13526	3 5 
813	../data/ddrs/315730/2.txt	315730	2	13526	3.5 
814	../data/ddrs/315731/2.txt	315731	2	13526	3.5 
815	../data/ddrs/315732/2.txt	315732	2	13526	3.5 
816	../data/ddrs/315733/2.txt	315733	2	13526	3.5 
817	../data/ddrs/315734/2.txt	315734	2	13526	3.5 
818	../data/ddrs/315735/2.txt	315735	2	13526	3.5 
819	../data/ddrs/315736/2.txt	315736	2	13526	3.5 
820	../data/ddrs/315738/2.txt	315738	2	13526	3.5 
821	../data/ddrs/315499/2.txt	315499	2	13292	\';j4 
822	../data/ddrs/315501/2.txt	315501	2	12953	Z.3 3 
823	../data/ddrs/315502/2.txt	315502	2	12958	3.3 
824	../data/ddrs/315503/2.txt	315503	2	12958	
825	../data/ddrs/315504/2.txt	315504	2	12959	3.3 
826	../data/ddrs/315505/2.txt	315505	2	12958	
827	../data/ddrs/315506/2.txt	315506	2	12958	3.3 
828	../data/ddrs/315508/2.txt	315508	2	12958	3.3 
829	../data/ddrs/315509/2.txt	315509	2	12953	3.3 
830	../data/ddrs/315518/2.txt	315518	2	12356	
831	../data/ddrs/315522/2.txt	315522	2	12958	
832	../data/ddrs/315523/2.txt	315523	2	12958	3.3 
833	../data/ddrs/315534/59.txt	315534	59	128	3.3 
834	../data/ddrs/315536/2.txt	315536	2	12258	
835	../data/ddrs/315577/2.txt	315577	2	11652	
836	../data/ddrs/315578/2.txt	315578	2	12068	3.3 
837	../data/ddrs/315579/2.txt	315579	2	12958	3.3 
838	../data/ddrs/315582/2.txt	315582	2	12958	3.3 
839	../data/ddrs/315587/2.txt	315587	2	12958	
840	../data/ddrs/315595/2.txt	315595	2	12258	3.3 
841	../data/ddrs/315596/2.txt	315596	2		3.3 
842	../data/ddrs/315599/2.txt	315599	2	12958	
843	../data/ddrs/315378/4.txt	315378	4	12356	
844	../data/ddrs/315380/2.txt	315380	2	12356	
845	../data/ddrs/315380/4.txt	315380	4	12356	
846	../data/ddrs/315380/6.txt	315380	6	12356	
847	../data/ddrs/315380/8.txt	315380	8	12356	
848	../data/ddrs/315381/2.txt	315381	2	12356	
849	../data/ddrs/315384/2.txt	315384	2	12356	
850	../data/ddrs/315385/2.txt	315385	2	12968	3 
851	../data/ddrs/315388/2.txt	315388	2	12958	
852	../data/ddrs/315389/2.txt	315389	2	12952	3.3 
853	../data/ddrs/315403/2.txt	315403	2	1165	
854	../data/ddrs/315409/2.txt	315409	2	12958	
855	../data/ddrs/315409/4.txt	315409	4	12958	
856	../data/ddrs/315409/7.txt	315409	7	12958	
857	../data/ddrs/315410/2.txt	315410	2	12958	
858	../data/ddrs/315411/2.txt	315411	2	12958	
859	../data/ddrs/315411/4.txt	315411	4	12958	
860	../data/ddrs/315416/2.txt	315416	2	12958	3.3 
861	../data/ddrs/315417/2.txt	315417	2	12958	3.3 
862	../data/ddrs/315419/2.txt	315419	2	12958	
863	../data/ddrs/315419/5.txt	315419	5	12958	
864	../data/ddrs/315419/7.txt	315419	7	12958	
865	../data/ddrs/315420/12.txt	315420	12	12958	
866	../data/ddrs/315420/2.txt	315420	2	12958	
867	../data/ddrs/315420/4.txt	315420	4	12958	
868	../data/ddrs/315420/7.txt	315420	7	12958	
869	../data/ddrs/315420/9.txt	315420	9	12958	
870	../data/ddrs/315422/2.txt	315422	2	12958	
871	../data/ddrs/315422/5.txt	315422	5	12958	
872	../data/ddrs/315422/8.txt	315422	8	12958	
873	../data/ddrs/315423/2.txt	315423	2	12	
874	../data/ddrs/315423/5.txt	315423	5	12958	
875	../data/ddrs/315425/2.txt	315425	2	12958	
876	../data/ddrs/315426/2.txt	315426	2	12958	
877	../data/ddrs/315426/5.txt	315426	5	12958	
878	../data/ddrs/315426/8.txt	315426	8	12958	
879	../data/ddrs/315427/2.txt	315427	2	12958	
880	../data/ddrs/315427/5.txt	315427	5	12958	
881	../data/ddrs/315427/7.txt	315427	7	12958	
882	../data/ddrs/315431/3.txt	315431	3	12356	
883	../data/ddrs/315432/2.txt	315432	2	1235	
884	../data/ddrs/315432/6.txt	315432	6	123	
885	../data/ddrs/315438/10.txt	315438	10	12958	
886	../data/ddrs/315438/14.txt	315438	14	12958	
887	../data/ddrs/315438/3.txt	315438	3	12958	
888	../data/ddrs/315439/6.txt	315439	6	12	
889	../data/ddrs/315440/10.txt	315440	10	12958	
890	../data/ddrs/315440/3.txt	315440	3	12958	
891	../data/ddrs/315440/6.txt	315440	6	12958	
892	../data/ddrs/315441/2.txt	315441	2	12958	
893	../data/ddrs/315443/16.txt	315443	16	12958	
894	../data/ddrs/315443/3.txt	315443	3	12958	
895	../data/ddrs/315443/6.txt	315443	6	12958	
896	../data/ddrs/315445/2.txt	315445	2	12	
897	../data/ddrs/315446/2.txt	315446	2	12958	
898	../data/ddrs/315447/2.txt	315447	2	12958	
899	../data/ddrs/315447/5.txt	315447	5	12958	
900	../data/ddrs/315447/7.txt	315447	7	12958	
